customer_id,name,email,churn_type
50,"Amanda Hogan",stevensimmons@yahoo.com,financial_churn_flag
51,"Danielle Conner",xthompson@thomas-perez.com,financial_churn_flag
52,"Ronnie Giles",mary86@brown-ortiz.biz,financial_churn_flag
53,"Hannah Rosario",cwade@howard.com,financial_churn_flag
54,"Jessica Brown",vgrant@gmail.com,engagement_churn_flag
55,"Robert Wall",raymond17@dean-luna.com,financial_churn_flag
56,"Clarence Miles",shawn32@hotmail.com,financial_churn_flag
57,"Shane Taylor",oneilldavid@jackson.com,financial_churn_flag
58,"Ethan Flores",maddoxryan@price.org,financial_churn_flag
59,"Jennifer Estrada",dustinparker@yahoo.com,financial_churn_flag
60,"Erik Barnes",johnmaldonado@goodman.com,financial_churn_flag
61,"Rebecca Tate",alexandraclark@farrell.com,financial_churn_flag
62,"Madison Williams",ostevens@brown-davis.com,financial_churn_flag
63,"Heather Ward",gbrown@hayes-rogers.com,financial_churn_flag
64,"Jay Reyes",manningdebbie@gmail.com,financial_churn_flag
65,"Richard Carroll MD",joshuamartinez@rush-weaver.biz,financial_churn_flag
66,"Richard Watkins",ojones@nguyen-browning.com,engagement_churn_flag
67,"Kevin Wilson",jessicahayes@ryan.org,financial_churn_flag
68,"Jerry Gutierrez",michellepowers@gmail.com,financial_churn_flag
69,"Erika Brock",joan54@hotmail.com,financial_churn_flag
70,"James Harvey",leachvirginia@gray.com,financial_churn_flag
71,"Anna Mcclain",stephanierivera@campbell.info,financial_churn_flag
72,"Sara Rogers",jensenkatherine@andersen.com,financial_churn_flag
73,"Pamela Christensen",kathryn42@hotmail.com,financial_churn_flag
74,"Derek Cook",xromero@gmail.com,financial_churn_flag
75,"Jason Williams",laura05@mcmahon-wilson.biz,financial_churn_flag
76,"Kimberly Salinas",jeremy43@yahoo.com,financial_churn_flag
77,"Evan Mitchell",deckeremily@clark.com,active
78,"Kimberly Sanchez",davidjohnson@hotmail.com,financial_churn_flag
79,"Michael Reed",natalie30@yahoo.com,active
80,"Samantha Mcdonald",kristin00@hotmail.com,financial_churn_flag
81,"Matthew Wheeler",kristendean@medina.com,engagement_churn_flag
82,"Leslie Duran",jody17@brewer-rose.org,financial_churn_flag
83,"Dr. John Moore Jr.",alishawalker@gmail.com,financial_churn_flag
84,"Jennifer Hill",baileyethan@davis.com,financial_churn_flag
85,"Jesus Johnson",perrydaniel@gmail.com,financial_churn_flag
86,"Earl Fischer",hcastillo@hotmail.com,active
87,"Steven Kane",sanderson@hotmail.com,engagement_churn_flag
88,"David Hanson",jacksonscott@knight.com,financial_churn_flag
89,"Kimberly Martinez",loridyer@lewis-mendez.com,engagement_churn_flag
90,"Paul Anderson",dicksonjoshua@yahoo.com,financial_churn_flag
91,"Elizabeth Jefferson",orrcarolyn@hotmail.com,financial_churn_flag
92,"Craig Woods",paula11@yahoo.com,financial_churn_flag
93,"Deborah Clark",cdean@edwards.com,financial_churn_flag
94,"Christina Webb",vbrock@gmail.com,financial_churn_flag
95,"David Taylor",pamela93@ramirez-adams.biz,financial_churn_flag
96,"Nicole Hobbs",normankayla@gmail.com,financial_churn_flag
97,"Kathryn Woodward",georgecurry@yahoo.com,financial_churn_flag
98,"Steven Hendrix",aedwards@johnson.com,financial_churn_flag
99,"Christine Maldonado",qharris@wallace.com,active
100,"Kevin Knapp",lisacannon@smith-brady.com,financial_churn_flag
101,"Edward Bautista",clarksarah@tanner.com,financial_churn_flag
102,"Darryl Cabrera MD",karen33@vance.net,active
103,"Karina Hardin",wilsondavid@peters.com,financial_churn_flag
104,"David Hughes",jennifer20@gmail.com,financial_churn_flag
105,"David Oconnor",robynjones@vaughn.org,financial_churn_flag
106,"Nicole Le",warrenfrederick@clark.com,active
107,"Cheryl Rodriguez",nreyes@yahoo.com,engagement_churn_flag
108,"Adam Cummings",ashleyfernandez@gmail.com,financial_churn_flag
109,"Ricky Bates",griffindustin@spencer-torres.com,financial_churn_flag
110,"Michael Mays",brittanyhunter@hotmail.com,financial_churn_flag
111,"Natalie Hodge",michaelshah@ramirez.net,financial_churn_flag
112,"Cathy Hanson",brandon61@harvey-hernandez.biz,financial_churn_flag
113,"Crystal Castaneda",kevin39@harrison.org,financial_churn_flag
114,"Caitlyn Weaver",marcdaniel@yahoo.com,financial_churn_flag
115,"Alyssa Anderson",jamesfreeman@hotmail.com,financial_churn_flag
116,"David Singleton",lolsen@gmail.com,financial_churn_flag
117,"Katherine Henderson",xjohnson@hotmail.com,financial_churn_flag
118,"Angela Ross",isaacmatthews@barker-pitts.com,active
119,"Jacob Gray",andrecampos@gmail.com,financial_churn_flag
120,"Lauren Rodriguez",zbentley@hotmail.com,financial_churn_flag
121,"William Jones",joycejohnson@ford.com,financial_churn_flag
122,"Christopher Hill",kevingoodman@bennett.org,financial_churn_flag
123,"Matthew Yu MD",matthewschultz@jones.com,financial_churn_flag
124,"Donald White",lisajones@gmail.com,financial_churn_flag
125,"Joshua Morris",monica28@yahoo.com,financial_churn_flag
126,"Timothy Forbes",tmartinez@reese.com,financial_churn_flag
127,"Melissa Williams",kellysophia@yahoo.com,engagement_churn_flag
128,"Michael Morse",williamramirez@gmail.com,financial_churn_flag
129,"Sandra Salazar",zhiggins@gmail.com,financial_churn_flag
130,"Juan Castillo",guerraanthony@gmail.com,financial_churn_flag
131,"Kevin Gonzales",samanthabennett@miller.com,financial_churn_flag
132,"Tricia Sweeney",shannon93@hotmail.com,financial_churn_flag
133,"Manuel Sullivan",mckinneypatricia@smith.info,financial_churn_flag
134,"Donna Washington",johnsondavid@parsons.com,financial_churn_flag
135,"Marcia Travis",ronald84@yahoo.com,financial_churn_flag
136,"Patricia Erickson",zedwards@yahoo.com,active
137,"Barbara Rodriguez",abird@yahoo.com,financial_churn_flag
138,"Michael Dillon",rowethomas@gmail.com,active
139,"Amy Wheeler",zrodgers@mueller.biz,financial_churn_flag
140,"Kathy Young",eclay@hotmail.com,financial_churn_flag
141,"Zachary Merritt Jr.",zcarr@richards.com,financial_churn_flag
142,"Leslie Durham",alejandrokelley@yahoo.com,financial_churn_flag
143,"Raymond Perry",frank98@gmail.com,financial_churn_flag
144,"Robert Hall",sarahhill@gmail.com,financial_churn_flag
145,"Jeremy Rivera",jblack@sherman.com,financial_churn_flag
146,"Megan Hardy",washingtonmichael@gmail.com,financial_churn_flag
147,"David Reyes",ashleyhenry@lopez.org,financial_churn_flag
148,"Daniel Henderson",austinwagner@gmail.com,financial_churn_flag
149,"Kristina Williams",awilliams@yahoo.com,financial_churn_flag
150,"Devon Wong",rebekahjordan@yahoo.com,financial_churn_flag
151,"Ashley Weber",eric91@romero.com,financial_churn_flag
152,"Brian Lucas",lawrence58@salazar-watson.net,engagement_churn_flag
153,"Kari Santana",austin18@hotmail.com,financial_churn_flag
154,"Tyler Martinez",michaelzamora@hotmail.com,active
155,"David Spencer",susan34@hotmail.com,financial_churn_flag
156,"Sara Mueller",njackson@gmail.com,financial_churn_flag
157,"Stacy Collins",vincent58@gmail.com,engagement_churn_flag
158,"Sydney Adkins",sandra99@gmail.com,active
159,"Julie Bennett",rebecca28@hotmail.com,financial_churn_flag
160,"Brady Ryan",saramayer@yahoo.com,financial_churn_flag
161,"Joshua Smith",nicholas65@dougherty.com,financial_churn_flag
162,"David Cruz",sara79@gmail.com,financial_churn_flag
163,"Lauren Garrett",jessica61@wyatt-shaw.com,financial_churn_flag
164,"Kyle Jackson",bryce49@thompson.net,engagement_churn_flag
165,"Cody Garcia",spowers@gmail.com,financial_churn_flag
166,"George Key",francoelijah@becker.com,financial_churn_flag
167,"Veronica Gilbert",paul46@sullivan.net,financial_churn_flag
168,"Melissa Acevedo",richardponce@valentine.com,financial_churn_flag
169,"Vicki Bowers",zrice@cardenas.com,financial_churn_flag
170,"Ryan Johnson",kevin87@hotmail.com,financial_churn_flag
171,"Kenneth Nelson",bfitzgerald@hansen-richardson.com,active
172,"Timothy Gomez",jacob23@morales.net,financial_churn_flag
173,"Jeffrey Garcia",sharongilbert@gmail.com,active
174,"Christopher Watson",clarkalec@shelton.net,financial_churn_flag
175,"Kenneth Hayes",kimberly65@hotmail.com,financial_churn_flag
176,"Matthew Mcdonald",fbailey@gmail.com,engagement_churn_flag
177,"Bryan Smith",leeerin@yahoo.com,active
178,"Jean Martinez",millerjennifer@yahoo.com,financial_churn_flag
179,"Phillip Sanchez",flang@jackson-zavala.biz,financial_churn_flag
180,"Steven Anderson",gutierrezjonathan@yahoo.com,financial_churn_flag
181,"Kristi Walker",bankslance@hotmail.com,financial_churn_flag
182,"Kimberly Thomas MD",samanthahooper@taylor-farrell.com,financial_churn_flag
183,"Susan Marshall",molly82@yahoo.com,financial_churn_flag
184,"Sara Shaw",robin58@colon.com,financial_churn_flag
185,"Kelly Curtis",hullkelly@gmail.com,financial_churn_flag
186,"Laurie Johnson",gjohnson@dickson.com,financial_churn_flag
187,"Jessica Knight",kelly67@gmail.com,engagement_churn_flag
188,"Melissa Myers",andersenpamela@henderson.com,active
189,"Zachary Kim",bishopkristina@yahoo.com,financial_churn_flag
190,"Leon Landry",emilyproctor@hotmail.com,financial_churn_flag
191,"Wanda Pena",jefferyhale@sanchez-barrett.com,financial_churn_flag
192,"David Rice",william04@yahoo.com,financial_churn_flag
193,"Anthony Collins",amandagreen@yahoo.com,financial_churn_flag
194,"Katherine Griffin",kelli95@gmail.com,financial_churn_flag
195,"Christina Ford",bryantkevin@escobar.info,financial_churn_flag
196,"John Roberts",robinsonkristopher@yahoo.com,financial_churn_flag
197,"Frances Combs",diananichols@gmail.com,financial_churn_flag
198,"Steven Burgess",scottmccoy@riley.info,financial_churn_flag
199,"Shane Gibbs",brownjo@fields.com,active
200,"Tyrone Roberts",sarahscott@bryant-jackson.com,financial_churn_flag
201,"Belinda Sims",barnesstephen@thomas.info,financial_churn_flag
202,"Rebecca Logan",xevans@hotmail.com,financial_churn_flag
203,"Monica Simpson",carmenjones@dudley.net,engagement_churn_flag
204,"Jeremiah Ramirez",jerrylucas@jennings-morris.org,engagement_churn_flag
205,"Cory Williams",meganmartin@harding.info,financial_churn_flag
206,"Michele White",chughes@vega.org,active
207,"Nicole Dickerson",thomas67@anderson.com,financial_churn_flag
208,"Samuel Meyers",timothy08@gmail.com,financial_churn_flag
209,"Joseph Smith",cheyenne94@yahoo.com,financial_churn_flag
210,"Caitlin Rivera",kbell@rogers.com,financial_churn_flag
211,"Erika Clay",scottjoshua@yahoo.com,financial_churn_flag
212,"Kathryn Allen",edwardsjames@gmail.com,financial_churn_flag
213,"Douglas Hernandez",holly31@barajas.com,financial_churn_flag
214,"Katherine Branch",ebarker@stevenson-brown.com,financial_churn_flag
215,"Kyle Wallace",shelleyshelton@richards-lawrence.info,financial_churn_flag
216,"Diana Sloan",mccoyroger@hill.net,financial_churn_flag
217,"Jerry Santos",david27@turner.com,financial_churn_flag
218,"Bobby Robles",kprice@pace.com,financial_churn_flag
219,"Thomas Carter",reyestravis@yahoo.com,financial_churn_flag
220,"Timothy Rojas",vsmith@hotmail.com,financial_churn_flag
221,"Holly Robinson",hendersonrodney@gmail.com,financial_churn_flag
222,"Ricardo Garcia",megan32@yahoo.com,active
223,"Kathryn Miller",christopherwilson@yahoo.com,financial_churn_flag
224,"Alexandra Marshall",scott05@yahoo.com,active
225,"Denise Porter",timothy71@yahoo.com,financial_churn_flag
226,"Eric Garcia",athompson@ryan.com,active
227,"Karen Davis",lindsey87@gmail.com,active
228,"Karen Smith",kellybrock@erickson.com,financial_churn_flag
229,"Michelle Thomas",christy20@rowe.info,financial_churn_flag
230,"Jeremiah Reeves",barrydavis@clark-matthews.com,financial_churn_flag
231,"Sheila Jackson",hicksrobert@cervantes.com,financial_churn_flag
232,"Evan Pitts",hesselizabeth@gmail.com,financial_churn_flag
233,"Janice Erickson",amber75@hotmail.com,financial_churn_flag
234,"John Patel",christophergomez@gmail.com,financial_churn_flag
235,"Daniel Shepherd",gonzalesjeanne@yahoo.com,engagement_churn_flag
236,"Cory Lewis",richardsonscott@smith.com,financial_churn_flag
237,"Megan Alvarado",crystal46@hotmail.com,financial_churn_flag
238,"John Odom",ryan59@yahoo.com,financial_churn_flag
239,"Barbara Smith",obowman@thomas.biz,financial_churn_flag
240,"Wayne Dixon",kevinspence@hotmail.com,financial_churn_flag
241,"Evelyn Lowe",samuel29@fitzgerald.com,financial_churn_flag
242,"Tiffany Andersen",craig24@diaz.com,financial_churn_flag
243,"Angela Shaffer",lshaw@lee-lawrence.org,financial_churn_flag
244,"Kevin Bryant",taylor13@gmail.com,financial_churn_flag
245,"Jeremy Barajas",colleenvazquez@gmail.com,financial_churn_flag
246,"Jason Mason",vrobertson@hotmail.com,financial_churn_flag
247,"Chad Jackson",amanda84@hotmail.com,financial_churn_flag
248,"Stacey Robinson",mendozadarryl@gmail.com,financial_churn_flag
249,"Jason Butler",johnsontina@cole-johnson.com,financial_churn_flag
250,"Anthony Herrera",ofox@gordon.net,active
251,"David Gentry",lwatson@beard.com,financial_churn_flag
252,"John Harris",hlucas@yahoo.com,financial_churn_flag
253,"Becky Warren",davisalyssa@martinez-young.com,financial_churn_flag
254,"Jennifer Coleman",kayers@fritz.com,financial_churn_flag
255,"Toni Martinez",samanthabaker@watson.com,financial_churn_flag
256,"Michelle Austin",drussell@johnson.net,financial_churn_flag
257,"Brittany Brown",garnerandrew@hotmail.com,financial_churn_flag
258,"Paul Mendoza",jonestyler@ward.com,financial_churn_flag
259,"Brittany Henderson",erikgreen@harris.com,financial_churn_flag
260,"John Lee",patrickhunter@gmail.com,financial_churn_flag
261,"Mary Burton",ybenson@gmail.com,financial_churn_flag
262,"Alec Lewis",amanda58@gmail.com,financial_churn_flag
263,"Joshua Hernandez",clayjamie@russell.com,financial_churn_flag
264,"Sean Gonzalez",hlong@hotmail.com,financial_churn_flag
265,"Jeffrey Jones",erandall@cantrell.org,financial_churn_flag
266,"Alexander Ortega",dharmon@warner.net,financial_churn_flag
267,"Gabriel Taylor",kstone@thomas-murphy.com,financial_churn_flag
268,"Daniel Villarreal",elizabethskinner@gmail.com,financial_churn_flag
269,"Marcus Fritz",robert78@gmail.com,financial_churn_flag
270,"Susan Davis",scottdavid@moore-lara.com,financial_churn_flag
271,"Joshua Montgomery",uwilson@powell.com,financial_churn_flag
272,"Rebekah Coleman",hannah53@gmail.com,financial_churn_flag
273,"Kyle Torres",bishopjohn@gallagher.info,financial_churn_flag
274,"Gabriella Carter",eileenrobinson@hotmail.com,financial_churn_flag
275,"Lori Skinner",flloyd@gmail.com,financial_churn_flag
276,"Jennifer Howard",ginathomas@yahoo.com,financial_churn_flag
277,"Angel Meadows",heather09@berry.net,financial_churn_flag
278,"Gregory Myers",hansenjennifer@garcia.com,engagement_churn_flag
279,"Laura Mccormick",xbenjamin@moore.info,financial_churn_flag
280,"Victoria Morrison",christine23@yahoo.com,financial_churn_flag
281,"Linda Myers",yjohnson@shannon.com,financial_churn_flag
282,"James Mckee",david98@yahoo.com,financial_churn_flag
283,"Sherry Reyes",omason@gmail.com,financial_churn_flag
284,"Brian Davis",markwarren@king.com,financial_churn_flag
285,"Craig Mitchell",moorerebekah@gmail.com,financial_churn_flag
286,"Rhonda Mcdowell",mary64@hotmail.com,financial_churn_flag
287,"Tammy Hall",ejimenez@gmail.com,financial_churn_flag
288,"Joseph Adams",katiepacheco@hotmail.com,financial_churn_flag
289,"Lori Martin",anthony69@yahoo.com,financial_churn_flag
290,"Steven Rasmussen",bgray@yahoo.com,financial_churn_flag
291,"Jacob Rodriguez",petersadam@valdez-flores.net,financial_churn_flag
292,"Paul Sanford",jacksonstephanie@hotmail.com,financial_churn_flag
293,"Denise Gates",zwatson@mack.net,financial_churn_flag
294,"Joel Stewart",joshuatucker@gmail.com,financial_churn_flag
295,"Debra Wallace",veronicaalvarez@morgan-pace.com,financial_churn_flag
296,"Andrew Wolfe",khanraymond@yahoo.com,financial_churn_flag
297,"Michael Henry",jessica26@hill.com,financial_churn_flag
298,"David Valentine",stacymoore@estrada.com,financial_churn_flag
299,"Jason Martinez",vjohnson@gmail.com,financial_churn_flag
300,"Thomas Martinez",plloyd@gmail.com,financial_churn_flag
301,"Brian Welch",fmiller@holmes.com,financial_churn_flag
302,"Robert Benson",taylorlydia@wood.com,financial_churn_flag
303,"Anna Williams",pbecker@brooks-jones.info,active
304,"Lisa Perez",kduffy@acosta.com,active
305,"Faith York",qkennedy@lopez.biz,financial_churn_flag
306,"Natalie White",xwilson@bond-brady.com,financial_churn_flag
307,"Patricia Jenkins",tiffany83@yahoo.com,financial_churn_flag
308,"Alexis Riddle",dduke@reilly.com,financial_churn_flag
309,"Angela Garcia",vwagner@hotmail.com,financial_churn_flag
310,"Nicole Edwards",blake87@gmail.com,financial_churn_flag
311,"Jesse Gibson",johnny45@dyer.info,financial_churn_flag
312,"Robert Burns",vevans@richard-johnson.org,financial_churn_flag
313,"James Burke",james10@gmail.com,financial_churn_flag
314,"Billy Rodriguez",candace64@gmail.com,financial_churn_flag
315,"David White",justinwilliams@yahoo.com,financial_churn_flag
316,"Tammy Peterson",marissa30@gmail.com,financial_churn_flag
317,"Bailey Norris",curtis77@hotmail.com,financial_churn_flag
318,"Shelby Evans",rwright@howell.com,financial_churn_flag
319,"Michael Leonard",cardenasgloria@franco.com,financial_churn_flag
320,"Amber Shaw",bmolina@yu.com,financial_churn_flag
321,"Amanda Wallace",greenpatricia@yahoo.com,financial_churn_flag
322,"Steven Nelson",achan@cunningham-pena.com,financial_churn_flag
323,"Dawn Brown",ehall@gmail.com,active
324,"Julia Davis",cschaefer@phillips-medina.com,financial_churn_flag
325,"Steven Farrell",nathaniel65@hotmail.com,financial_churn_flag
326,"Steven King",padillaadrienne@santana.net,financial_churn_flag
327,"Krista Martin",whitematthew@olson.com,financial_churn_flag
328,"Stephanie Thompson",barrbrian@gmail.com,financial_churn_flag
329,"Christina Mahoney",joneskatelyn@gmail.com,financial_churn_flag
330,"Jane Lamb",hawkinslisa@yahoo.com,financial_churn_flag
331,"Monica Orozco",wpark@hotmail.com,active
332,"Alexandra Humphrey",kathypalmer@phillips.com,financial_churn_flag
333,"Eileen Robbins",xsmith@ward-hendricks.biz,financial_churn_flag
334,"Tina Barker",emendez@fields.com,financial_churn_flag
335,"Ronald Blanchard",wintersralph@hotmail.com,financial_churn_flag
336,"Sara Evans",michael67@johnson.biz,financial_churn_flag
337,"Melissa Morrow",hsantiago@hernandez.com,financial_churn_flag
338,"Anna King",tmata@yahoo.com,financial_churn_flag
339,"Amanda Adams",nicholaswilliams@garcia.info,financial_churn_flag
340,"Laura Hall",kelly17@madden.org,financial_churn_flag
341,"William Gonzalez",rebecca16@hotmail.com,financial_churn_flag
342,"Michelle King",jennablackburn@smith-harris.biz,active
343,"Erika Christensen",andrew71@miller-baxter.com,financial_churn_flag
344,"Brandy Rodriguez",ncarroll@gmail.com,financial_churn_flag
345,"Anthony Johnson",christopher31@yahoo.com,financial_churn_flag
346,"Ashley Mills",pierceconnie@gmail.com,financial_churn_flag
347,"Lisa Mullen",stephaniewheeler@yahoo.com,financial_churn_flag
348,"Johnny Russell",crystal08@cortez-compton.com,financial_churn_flag
349,"Mr. Eric Richardson",ashley32@hotmail.com,financial_churn_flag
350,"Chad Allen",franciscoromero@gmail.com,financial_churn_flag
351,"Brian Scott",crystal94@yahoo.com,financial_churn_flag
352,"Mr. Timothy Kelly",ismith@osborne.com,financial_churn_flag
353,"Jessica Mcdonald",ibarrajames@johnson.com,financial_churn_flag
354,"Candace Jimenez",sarahhoward@sanders.net,active
355,"Brittney Gray",kwhite@yahoo.com,financial_churn_flag
356,"Michael Hoover",agraves@yahoo.com,financial_churn_flag
357,"Douglas Castillo",murphymorgan@suarez.com,financial_churn_flag
358,"Dustin Dean",tina33@harris.net,financial_churn_flag
359,"Megan Young",arthurmartin@yahoo.com,financial_churn_flag
360,"Katrina Evans",adamconley@hotmail.com,financial_churn_flag
361,"Samantha Reyes",tonymatthews@gmail.com,financial_churn_flag
362,"Kimberly Brown",joel74@hotmail.com,financial_churn_flag
363,"Nathan Scott",fwright@jones.com,financial_churn_flag
364,"Marie Fuller",kingjoshua@cole-adams.com,active
365,"Joseph Moore",triciamurphy@hotmail.com,financial_churn_flag
366,"Sarah Cross",chelsea32@hotmail.com,financial_churn_flag
367,"Jennifer Herrera",joelyoung@wilkins.com,active
368,"Zachary Chung",pmendoza@caldwell-brown.info,engagement_churn_flag
369,"Jessica Smith",cory39@hotmail.com,financial_churn_flag
370,"Angel White",morrisonkyle@hobbs.com,financial_churn_flag
371,"Brandon Miles",goldenjessica@lawrence.org,financial_churn_flag
372,"Laura Williams",gabrielle72@gmail.com,engagement_churn_flag
373,"Lawrence Michael",leonard26@hotmail.com,financial_churn_flag
374,"Austin Lynch",olivermary@hotmail.com,financial_churn_flag
375,"Brenda Green",turnertina@fuller-williamson.biz,financial_churn_flag
376,"Michael Day",joshua67@gmail.com,financial_churn_flag
377,"Michael Wiley",mckenziedouglas@washington.com,financial_churn_flag
378,"Danny Harrison",sheilabartlett@gmail.com,financial_churn_flag
379,"Arthur Fisher",jamesschwartz@chan.com,financial_churn_flag
380,"Matthew Hernandez",linda14@hotmail.com,financial_churn_flag
381,"Heather Steele",alejandromartinez@hotmail.com,financial_churn_flag
382,"Kathy Davis",brenda12@gmail.com,financial_churn_flag
383,"Joshua Garrett",jack68@yahoo.com,financial_churn_flag
384,"Anthony Brown",stevensanthony@yahoo.com,financial_churn_flag
385,"Kristen Davis",bryanclark@gmail.com,active
386,"Lawrence Thomas",brian54@yahoo.com,engagement_churn_flag
387,"Kendra Nixon",jessicabryant@gmail.com,financial_churn_flag
388,"Kathleen Grimes",crawfordrobert@green.com,financial_churn_flag
389,"Jacqueline Walter",annette29@gmail.com,financial_churn_flag
390,"Brianna Austin",stevenmccall@stone.com,financial_churn_flag
391,"Denise Martin",danielle60@hotmail.com,financial_churn_flag
392,"Joseph Wilkinson",christopheranderson@yahoo.com,financial_churn_flag
393,"Monica Barnes",ksimmons@carlson-mack.biz,active
394,"Brooke Miller",hartmanjames@gmail.com,active
395,"Charles Reyes",christy79@joseph.net,financial_churn_flag
396,"Elizabeth Vega",espencer@yahoo.com,financial_churn_flag
397,"Sharon Jefferson PhD",jessicawebster@hotmail.com,financial_churn_flag
398,"Alexander Sutton",shirley50@mata.com,active
399,"Jacqueline Cook",jay24@white.com,active
400,"Jeremiah Roberts",rogersnancy@yahoo.com,engagement_churn_flag
401,"Michele Chen",abartlett@rogers-brown.com,financial_churn_flag
402,"Lawrence Patel",qkelly@yahoo.com,financial_churn_flag
403,"Ariel White",melaniedickerson@yahoo.com,financial_churn_flag
404,"Jose Adams",cheyenneowens@berry.info,financial_churn_flag
405,"Matthew Smith",danielle30@santos.org,financial_churn_flag
406,"Christopher Long",nguyenjuan@yahoo.com,financial_churn_flag
407,"Jake Villegas",james28@mayer-campbell.com,financial_churn_flag
408,"Whitney Robinson",rvasquez@melendez-watts.org,financial_churn_flag
409,"Joe Rodriguez",osimmons@wilson-caldwell.com,financial_churn_flag
410,"Alyssa Carter",tiffanytownsend@gmail.com,financial_churn_flag
411,"Lance Gonzales",cpowell@gmail.com,engagement_churn_flag
412,"Charlene Young",kenneth29@castro-burton.com,financial_churn_flag
413,"David Ball",larsonmegan@cuevas.org,financial_churn_flag
414,"Emma Mckinney",michelewade@hotmail.com,financial_churn_flag
415,"Matthew Curry",juliahall@jones-smith.com,financial_churn_flag
416,"Eric Nichols",shawn01@clark.com,financial_churn_flag
417,"Ashley Murphy",davidsonjessica@yahoo.com,financial_churn_flag
418,"Austin Allen",yhunt@mcgrath-cabrera.com,financial_churn_flag
419,"Mitchell Norris",fmitchell@yahoo.com,financial_churn_flag
420,"Manuel Johnson",fbrown@greene.com,financial_churn_flag
421,"Holly Tran",hancockmegan@ramirez.com,financial_churn_flag
422,"Dawn Lewis",lewischristopher@yahoo.com,financial_churn_flag
423,"Jennifer Stevenson",timothy29@mayer-mullins.com,financial_churn_flag
424,"Jeffrey Deleon",richard93@bryant-foster.com,active
425,"Andrew Cox",lfarmer@dixon-henderson.com,financial_churn_flag
426,"Mark Johnson",robert04@yahoo.com,financial_churn_flag
427,"Larry Bender",hartterrence@hotmail.com,financial_churn_flag
428,"Bradley Brown",derrickandrews@hotmail.com,active
429,"James Hill",todd33@gmail.com,financial_churn_flag
430,"Sherry Jones",fischerantonio@alexander-smith.com,financial_churn_flag
431,"Allen Day",moralescaitlin@gmail.com,financial_churn_flag
432,"Shannon Green",penny73@gmail.com,financial_churn_flag
433,"Martin Stephens",mrivera@yahoo.com,financial_churn_flag
